"V1" "V2"
"1" 0.0898270181638504 -0.238943606834129
"2" 0.0685427475031121 -0.0731645144016517
"3" 0.093049445014503 -0.255650928176329
"4" 0.0862619593357619 -0.152531121992283
"5" 0.061755236530517 -0.0452832163118056
"6" 0.0818393377341893 -0.160635818041048
"7" 0.0991963683516585 -0.310646913910194
"8" 0.0442286090708277 0.017900285979754
"9" 0.0977565769868496 -0.258928238742816
"10" 0.0753077426918339 -0.174620806867929
"11" 0.0446594422887675 0.0109730718433451
"12" 0.0688300692549244 -0.287555375116388
"13" 0.0463560294426639 -0.0481724229519975
"14" 0.0386695831775307 0.020181400246243
"15" 0.0668460380920142 -0.154248438912789
"16" 0.0799499253687324 -0.204945897819633
"17" 0.0997149380465786 -0.274393548545297
"18" 0.0385538477687187 -0.111330650572366
"19" 0.0843413997852578 -0.264653046328947
"20" 0.0951569001295065 -0.280067747236766
"21" 0.0824744877517599 -0.250087523750202
"22" -0.0367106665720079 -0.0933690712365327
"23" 0.0733134437461931 -0.281205034562104
"24" 0.0498837108167601 -0.0198748833567676
"25" 0.0995920992792159 -0.329413118290788
"26" 0.0782296461620746 -0.291050536715859
"27" 0.0978634965036301 -0.275988955035051
"28" 0.0874299232069457 -0.244087271004936
"29" 0.0994541966485117 -0.284722099462866
"30" 0.104437583295602 -0.261322147475933
"31" 0.0736276272147803 -0.13610603753959
"32" -0.0999381143690758 -0.0168275059958769
"33" 0.0417972275047436 0.00974978850573781
"34" 0.0622639851514455 -0.0126577532242527
"35" 0.0612684286686096 -0.0125699629950442
"36" 0.052679444535359 0.0394579350299236
"37" 0.0803478385721311 -0.189308983994198
"38" 0.0463496454196152 0.0106434698090519
"39" 0.0745799078217001 -0.266310097504746
"40" 0.0637579902724421 -0.20264119163395
"41" 0.0974614951551385 -0.278840772936604
"42" 0.0361276399750037 0.0279423577592479
"43" 0.0499310227152868 -0.0158824409291332
"44" 0.0819790702412334 -0.1965825315493
"45" 0.0557954507268493 0.0712323889767862
"46" 0.0504880088098023 -0.0220766754987795
"47" 0.0503369240032265 -0.0113763016433932
"48" 0.0391487000740693 0.0187042999210907
"49" 0.0468827279942074 0.0426502170420623
"50" 0.0438905082502615 0.0356780012672582
"51" 0.0797462596626748 -0.193609380312276
"52" 0.0351387344021146 0.0255550557062071
"53" 0.0581256757812075 -0.0301998402375293
"54" 0.041242793292361 -0.0137861493501934
"55" 0.0359248716764758 0.0305963502866931
"56" 0.0620130083217798 -0.0250845197182265
"57" 0.0441574650319566 0.00780516336280064
"58" 0.0384761982720958 0.0241223629767691
"59" 0.0496712872837974 -0.0192203619470968
"60" 0.0596119470931386 -0.0543803263994517
"61" -0.00786809075152466 -0.0112368020038351
"62" 0.0428947560790828 0.0083923773585567
"63" 0.0604086937811799 -0.0882349311543796
"64" 0.0754627037247043 -0.148112570007487
"65" 0.078918672119565 -0.16673828048621
"66" 0.0454306572683551 0.0250215341500359
"67" 0.0613080512429473 -0.0860206078061549
"68" 0.0408501996648238 0.0145005686972355
"69" 0.069899289777655 -0.140389206489034
"70" 0.0444270261758783 0.017774233420683
"71" 0.0527480834009282 0.0248146414416971
"72" 0.0443007241698513 0.018571803395571
"73" 0.0533982593755341 -0.047700769458331
"74" 0.0424271398459036 0.117129122929879
"75" 0.0757583871459826 -0.0689121419972563
"76" 0.0603222506347121 -0.255736334368503
"77" 0.042124545333121 0.0267335643658526
"78" 0.0439511891249574 0.075491428301353
"79" 0.0434536294686734 -0.000294719777796744
"80" 0.0463953144032938 0.0423899617195704
"81" 0.056826965141836 -1.53491758037303e-06
"82" 0.0452915589162186 0.0276304377630732
