class I
population/area	coverage	average_hit	pc90
South African Black	100.0%	23219.49	11958.67
average	100.0%	23219.49	11958.67
standard_deviation	0.0%	0.0	0.0

population/area	epitope_hits	percent_individuals	cumulative_coverage
South African Black	0	0.0	100.0
South African Black	1	0.0	100.0
South African Black	2	0.0	100.0
South African Black	3	0.0	100.0
South African Black	4	0.0	100.0
South African Black	5	0.0	100.0
South African Black	6	0.0	100.0
South African Black	7	0.0	100.0
South African Black	8	0.0	100.0
South African Black	9	0.0	100.0
South African Black	10	0.0	100.0
South African Black	11	0.0	100.0
South African Black	12	0.0	100.0
South African Black	13	0.0	100.0
South African Black	14	0.0	100.0
South African Black	15	0.0	100.0
South African Black	16	0.0	100.0
South African Black	17	0.0	100.0
South African Black	18	0.0	100.0
South African Black	19	0.0	100.0
South African Black	20	0.0	100.0
South African Black	21	0.0	100.0
South African Black	22	0.0	100.0
South African Black	23	0.0	100.0
South African Black	24	0.0	100.0
South African Black	25	0.0	100.0
South African Black	26	0.0	100.0
South African Black	27	0.0	100.0
South African Black	28	0.0	100.0
South African Black	29	0.0	100.0
South African Black	30	0.0	100.0
South African Black	31	0.0	100.0
South African Black	32	0.0	100.0
South African Black	33	0.0	100.0
South African Black	34	0.0	100.0
South African Black	35	0.0	100.0
South African Black	36	0.0	100.0
South African Black	37	0.0	100.0
South African Black	38	0.0	100.0
South African Black	39	0.0	100.0
South African Black	40	0.0	100.0
South African Black	41	0.0	100.0
South African Black	42	0.0	100.0
South African Black	43	0.0	100.0
South African Black	44	0.0	100.0
South African Black	45	0.0	100.0
South African Black	46	0.0	100.0
South African Black	47	0.0	100.0
South African Black	48	0.0	100.0
South African Black	49	0.0	100.0
South African Black	50	0.0	100.0
South African Black	51	0.0	100.0
South African Black	52	0.0	100.0
South African Black	53	0.0	100.0
South African Black	54	0.0	100.0
South African Black	55	0.0	100.0
South African Black	56	0.0	100.0
South African Black	57	0.0	100.0
South African Black	58	0.0	100.0
South African Black	59	0.0	100.0
South African Black	60	0.0	100.0
South African Black	61	0.0	100.0
South African Black	62	0.0	100.0
South African Black	63	0.0	100.0
South African Black	64	0.0	100.0
South African Black	65	0.0	100.0
South African Black	66	0.0	100.0
South African Black	67	0.0	100.0
South African Black	68	0.0	100.0
South African Black	69	0.0	100.0
South African Black	70	0.0	100.0
South African Black	71	0.0	100.0
South African Black	72	0.0	100.0
South African Black	73	0.0	100.0
South African Black	74	0.0	100.0
South African Black	75	0.0	100.0
South African Black	76	0.0	100.0
South African Black	77	0.0	100.0
South African Black	78	0.0	100.0
South African Black	79	0.0	100.0
South African Black	80	0.0	100.0
South African Black	81	0.0	100.0
South African Black	82	0.0	100.0
South African Black	83	0.0	100.0
South African Black	84	0.0	100.0
South African Black	85	0.0	100.0
South African Black	86	0.0	100.0
South African Black	87	0.0	100.0
South African Black	88	0.0	100.0
South African Black	89	0.0	100.0
South African Black	90	0.0	100.0
South African Black	91	0.0	100.0
South African Black	92	0.0	100.0
South African Black	93	0.0	100.0
South African Black	94	0.0	100.0
South African Black	95	0.0	100.0
South African Black	96	0.0	100.0
South African Black	97	0.0	100.0
South African Black	98	0.0	100.0
South African Black	99	0.0	100.0
South African Black	100	0.0	100.0
South African Black	101	0.0	100.0
South African Black	102	0.0	100.0
South African Black	103	0.0	100.0
South African Black	104	0.0	100.0
South African Black	105	0.0	100.0
South African Black	106	0.0	100.0
South African Black	107	0.0	100.0
South African Black	108	0.0	100.0
South African Black	109	0.0	100.0
South African Black	110	0.0	100.0
South African Black	111	0.0	100.0
South African Black	112	0.0	100.0
South African Black	113	0.0	100.0
South African Black	114	0.0	100.0
South African Black	115	0.0	100.0
South African Black	116	0.0	100.0
South African Black	117	0.0	100.0
South African Black	118	0.0	100.0
South African Black	119	0.0	100.0
South African Black	120	0.0	100.0
South African Black	121	0.0	100.0
South African Black	122	0.0	100.0
South African Black	123	0.0	100.0
South African Black	124	0.0	100.0
South African Black	125	0.0	100.0
South African Black	126	0.0	100.0
South African Black	127	0.0	100.0
South African Black	128	0.0	100.0
South African Black	129	0.0	100.0
South African Black	130	0.0	100.0
South African Black	131	0.0	100.0
South African Black	132	0.0	100.0
South African Black	133	0.0	100.0
South African Black	134	0.0	100.0
South African Black	135	0.0	100.0
South African Black	136	0.0	100.0
South African Black	137	0.0	100.0
South African Black	138	0.0	100.0
South African Black	139	0.0	100.0
South African Black	140	0.0	100.0
South African Black	141	0.0	100.0
South African Black	142	0.0	100.0
South African Black	143	0.0	100.0
South African Black	144	0.0	100.0
South African Black	145	0.0	100.0
South African Black	146	0.0	100.0
South African Black	147	0.0	99.99
South African Black	148	0.0	99.99
South African Black	149	0.0	99.99
South African Black	150	0.0	99.99
South African Black	151	0.0	99.99
South African Black	152	0.0	99.99
South African Black	153	0.0	99.99
South African Black	154	0.0	99.99
South African Black	155	0.0	99.99
South African Black	156	0.0	99.99
South African Black	157	0.0	99.99
South African Black	158	0.0	99.99
South African Black	159	0.0	99.99
South African Black	160	0.0	99.99
South African Black	161	0.0	99.99
South African Black	162	0.0	99.99
South African Black	163	0.0	99.99
South African Black	164	0.0	99.99
South African Black	165	0.0	99.99
South African Black	166	0.0	99.99
South African Black	167	0.0	99.99
South African Black	168	0.0	99.99
South African Black	169	0.0	99.99
South African Black	170	0.0	99.99
South African Black	171	0.0	99.99
South African Black	172	0.0	99.99
South African Black	173	0.0	99.99
South African Black	174	0.0	99.99
South African Black	175	0.0	99.99
South African Black	176	0.0	99.99
South African Black	177	0.0	99.99
South African Black	178	0.0	99.99
South African Black	179	0.0	99.99
South African Black	180	0.0	99.99
South African Black	181	0.0	99.99
South African Black	182	0.0	99.99
South African Black	183	0.0	99.99
South African Black	184	0.0	99.99
South African Black	185	0.0	99.99
South African Black	186	0.0	99.99
South African Black	187	0.0	99.99
South African Black	188	0.0	99.99
South African Black	189	0.0	99.99
South African Black	190	0.0	99.99
South African Black	191	0.0	99.99
South African Black	192	0.0	99.99
South African Black	193	0.0	99.99
South African Black	194	0.0	99.99
South African Black	195	0.0	99.99
South African Black	196	0.0	99.99
South African Black	197	0.0	99.99
South African Black	198	0.0	99.99
South African Black	199	0.0	99.99
South African Black	200	0.0	99.99
South African Black	201	0.0	99.99
South African Black	202	0.0	99.99
South African Black	203	0.0	99.99
South African Black	204	0.0	99.99
South African Black	205	0.0	99.99
South African Black	206	0.0	99.99
South African Black	207	0.0	99.99
South African Black	208	0.0	99.99
South African Black	209	0.0	99.99
South African Black	210	0.0	99.99
South African Black	211	0.0	99.99
South African Black	212	0.0	99.99
South African Black	213	0.0	99.99
South African Black	214	0.0	99.99
South African Black	215	0.0	99.99
South African Black	216	0.0	99.99
South African Black	217	0.0	99.99
South African Black	218	0.0	99.99
South African Black	219	0.0	99.99
South African Black	220	0.0	99.99
South African Black	221	0.0	99.99
South African Black	222	0.0	99.99
South African Black	223	0.0	99.99
South African Black	224	0.0	99.99
South African Black	225	0.0	99.99
South African Black	226	0.0	99.99
South African Black	227	0.0	99.99
South African Black	228	0.0	99.99
South African Black	229	0.0	99.99
South African Black	230	0.0	99.99
South African Black	231	0.0	99.99
South African Black	232	0.0	99.99
South African Black	233	0.0	99.99
South African Black	234	0.0	99.99
South African Black	235	0.0	99.99
South African Black	236	0.0	99.99
South African Black	237	0.0	99.99
South African Black	238	0.0	99.99
South African Black	239	0.0	99.99
South African Black	240	0.0	99.99
South African Black	241	0.0	99.99
South African Black	242	0.0	99.99
South African Black	243	0.0	99.99
South African Black	244	0.0	99.99
South African Black	245	0.0	99.99
South African Black	246	0.0	99.99
South African Black	247	0.0	99.99
South African Black	248	0.0	99.99
South African Black	249	0.0	99.99
South African Black	250	0.0	99.99
South African Black	251	0.0	99.99
South African Black	252	0.0	99.99
South African Black	253	0.0	99.99
South African Black	254	0.0	99.99
South African Black	255	0.0	99.99
South African Black	256	0.0	99.99
South African Black	257	0.0	99.99
South African Black	258	0.0	99.99
South African Black	259	0.0	99.99
South African Black	260	0.0	99.99
South African Black	261	0.0	99.99
South African Black	262	0.0	99.99
South African Black	263	0.0	99.99
South African Black	264	0.0	99.99
South African Black	265	0.0	99.99
South African Black	266	0.0	99.99
South African Black	267	0.0	99.99
South African Black	268	0.0	99.99
South African Black	269	0.0	99.99
South African Black	270	0.0	99.99
South African Black	271	0.0	99.99
South African Black	272	0.0	99.99
South African Black	273	0.0	99.99
South African Black	274	0.0	99.99
South African Black	275	0.0	99.99
South African Black	276	0.0	99.99
South African Black	277	0.0	99.99
South African Black	278	0.0	99.99
South African Black	279	0.0	99.99
South African Black	280	0.0	99.99
South African Black	281	0.0	99.99
South African Black	282	0.0	99.99
South African Black	283	0.0	99.99
South African Black	284	0.0	99.99
South African Black	285	0.0	99.99
South African Black	286	0.0	99.99
South African Black	287	0.0	99.99
South African Black	288	0.0	99.99
South African Black	289	0.0	99.99
South African Black	290	0.0	99.99
South African Black	291	0.0	99.99
South African Black	292	0.0	99.99
South African Black	293	0.0	99.99
South African Black	294	0.0	99.99
South African Black	295	0.0	99.99
South African Black	296	0.0	99.99
South African Black	297	0.0	99.99
South African Black	298	0.0	99.99
